login,id,node_id,avatar_url,gravatar_id,url,html_url,followers_url,following_url,gists_url,starred_url,subscriptions_url,organizations_url,repos_url,events_url,received_events_url,type,site_admin,score
noidontdig,1229810,MDQ6VXNlcjEyMjk4MTA=,https://avatars1.githubusercontent.com/u/1229810?v=4,,https://api.github.com/users/noidontdig,https://github.com/noidontdig,https://api.github.com/users/noidontdig/followers,https://api.github.com/users/noidontdig/following{/other_user},https://api.github.com/users/noidontdig/gists{/gist_id},https://api.github.com/users/noidontdig/starred{/owner}{/repo},https://api.github.com/users/noidontdig/subscriptions,https://api.github.com/users/noidontdig/orgs,https://api.github.com/users/noidontdig/repos,https://api.github.com/users/noidontdig/events{/privacy},https://api.github.com/users/noidontdig/received_events,User,False,47.6125
liuwons,9864950,MDQ6VXNlcjk4NjQ5NTA=,https://avatars2.githubusercontent.com/u/9864950?v=4,,https://api.github.com/users/liuwons,https://github.com/liuwons,https://api.github.com/users/liuwons/followers,https://api.github.com/users/liuwons/following{/other_user},https://api.github.com/users/liuwons/gists{/gist_id},https://api.github.com/users/liuwons/starred{/owner}{/repo},https://api.github.com/users/liuwons/subscriptions,https://api.github.com/users/liuwons/orgs,https://api.github.com/users/liuwons/repos,https://api.github.com/users/liuwons/events{/privacy},https://api.github.com/users/liuwons/received_events,User,False,47.31897
antiface,1619852,MDQ6VXNlcjE2MTk4NTI=,https://avatars0.githubusercontent.com/u/1619852?v=4,,https://api.github.com/users/antiface,https://github.com/antiface,https://api.github.com/users/antiface/followers,https://api.github.com/users/antiface/following{/other_user},https://api.github.com/users/antiface/gists{/gist_id},https://api.github.com/users/antiface/starred{/owner}{/repo},https://api.github.com/users/antiface/subscriptions,https://api.github.com/users/antiface/orgs,https://api.github.com/users/antiface/repos,https://api.github.com/users/antiface/events{/privacy},https://api.github.com/users/antiface/received_events,User,False,46.93311
Alwahsh,3496597,MDQ6VXNlcjM0OTY1OTc=,https://avatars3.githubusercontent.com/u/3496597?v=4,,https://api.github.com/users/Alwahsh,https://github.com/Alwahsh,https://api.github.com/users/Alwahsh/followers,https://api.github.com/users/Alwahsh/following{/other_user},https://api.github.com/users/Alwahsh/gists{/gist_id},https://api.github.com/users/Alwahsh/starred{/owner}{/repo},https://api.github.com/users/Alwahsh/subscriptions,https://api.github.com/users/Alwahsh/orgs,https://api.github.com/users/Alwahsh/repos,https://api.github.com/users/Alwahsh/events{/privacy},https://api.github.com/users/Alwahsh/received_events,User,False,46.656506
maruel,75011,MDQ6VXNlcjc1MDEx,https://avatars2.githubusercontent.com/u/75011?v=4,,https://api.github.com/users/maruel,https://github.com/maruel,https://api.github.com/users/maruel/followers,https://api.github.com/users/maruel/following{/other_user},https://api.github.com/users/maruel/gists{/gist_id},https://api.github.com/users/maruel/starred{/owner}{/repo},https://api.github.com/users/maruel/subscriptions,https://api.github.com/users/maruel/orgs,https://api.github.com/users/maruel/repos,https://api.github.com/users/maruel/events{/privacy},https://api.github.com/users/maruel/received_events,User,False,46.63661
zedshaw,358171,MDQ6VXNlcjM1ODE3MQ==,https://avatars2.githubusercontent.com/u/358171?v=4,,https://api.github.com/users/zedshaw,https://github.com/zedshaw,https://api.github.com/users/zedshaw/followers,https://api.github.com/users/zedshaw/following{/other_user},https://api.github.com/users/zedshaw/gists{/gist_id},https://api.github.com/users/zedshaw/starred{/owner}{/repo},https://api.github.com/users/zedshaw/subscriptions,https://api.github.com/users/zedshaw/orgs,https://api.github.com/users/zedshaw/repos,https://api.github.com/users/zedshaw/events{/privacy},https://api.github.com/users/zedshaw/received_events,User,False,46.54599
andydbc,31256170,MDQ6VXNlcjMxMjU2MTcw,https://avatars1.githubusercontent.com/u/31256170?v=4,,https://api.github.com/users/andydbc,https://github.com/andydbc,https://api.github.com/users/andydbc/followers,https://api.github.com/users/andydbc/following{/other_user},https://api.github.com/users/andydbc/gists{/gist_id},https://api.github.com/users/andydbc/starred{/owner}{/repo},https://api.github.com/users/andydbc/subscriptions,https://api.github.com/users/andydbc/orgs,https://api.github.com/users/andydbc/repos,https://api.github.com/users/andydbc/events{/privacy},https://api.github.com/users/andydbc/received_events,User,False,46.447277
carsonoid,2973513,MDQ6VXNlcjI5NzM1MTM=,https://avatars0.githubusercontent.com/u/2973513?v=4,,https://api.github.com/users/carsonoid,https://github.com/carsonoid,https://api.github.com/users/carsonoid/followers,https://api.github.com/users/carsonoid/following{/other_user},https://api.github.com/users/carsonoid/gists{/gist_id},https://api.github.com/users/carsonoid/starred{/owner}{/repo},https://api.github.com/users/carsonoid/subscriptions,https://api.github.com/users/carsonoid/orgs,https://api.github.com/users/carsonoid/repos,https://api.github.com/users/carsonoid/events{/privacy},https://api.github.com/users/carsonoid/received_events,User,False,46.32802
schachmat,2626530,MDQ6VXNlcjI2MjY1MzA=,https://avatars1.githubusercontent.com/u/2626530?v=4,,https://api.github.com/users/schachmat,https://github.com/schachmat,https://api.github.com/users/schachmat/followers,https://api.github.com/users/schachmat/following{/other_user},https://api.github.com/users/schachmat/gists{/gist_id},https://api.github.com/users/schachmat/starred{/owner}{/repo},https://api.github.com/users/schachmat/subscriptions,https://api.github.com/users/schachmat/orgs,https://api.github.com/users/schachmat/repos,https://api.github.com/users/schachmat/events{/privacy},https://api.github.com/users/schachmat/received_events,User,False,46.270824
keesun,463657,MDQ6VXNlcjQ2MzY1Nw==,https://avatars1.githubusercontent.com/u/463657?v=4,,https://api.github.com/users/keesun,https://github.com/keesun,https://api.github.com/users/keesun/followers,https://api.github.com/users/keesun/following{/other_user},https://api.github.com/users/keesun/gists{/gist_id},https://api.github.com/users/keesun/starred{/owner}{/repo},https://api.github.com/users/keesun/subscriptions,https://api.github.com/users/keesun/orgs,https://api.github.com/users/keesun/repos,https://api.github.com/users/keesun/events{/privacy},https://api.github.com/users/keesun/received_events,User,False,45.893253
astronomersiva,7725225,MDQ6VXNlcjc3MjUyMjU=,https://avatars1.githubusercontent.com/u/7725225?v=4,,https://api.github.com/users/astronomersiva,https://github.com/astronomersiva,https://api.github.com/users/astronomersiva/followers,https://api.github.com/users/astronomersiva/following{/other_user},https://api.github.com/users/astronomersiva/gists{/gist_id},https://api.github.com/users/astronomersiva/starred{/owner}{/repo},https://api.github.com/users/astronomersiva/subscriptions,https://api.github.com/users/astronomersiva/orgs,https://api.github.com/users/astronomersiva/repos,https://api.github.com/users/astronomersiva/events{/privacy},https://api.github.com/users/astronomersiva/received_events,User,False,45.872276
ajma,136692,MDQ6VXNlcjEzNjY5Mg==,https://avatars1.githubusercontent.com/u/136692?v=4,,https://api.github.com/users/ajma,https://github.com/ajma,https://api.github.com/users/ajma/followers,https://api.github.com/users/ajma/following{/other_user},https://api.github.com/users/ajma/gists{/gist_id},https://api.github.com/users/ajma/starred{/owner}{/repo},https://api.github.com/users/ajma/subscriptions,https://api.github.com/users/ajma/orgs,https://api.github.com/users/ajma/repos,https://api.github.com/users/ajma/events{/privacy},https://api.github.com/users/ajma/received_events,User,False,45.836056
Curzibn,4538051,MDQ6VXNlcjQ1MzgwNTE=,https://avatars2.githubusercontent.com/u/4538051?v=4,,https://api.github.com/users/Curzibn,https://github.com/Curzibn,https://api.github.com/users/Curzibn/followers,https://api.github.com/users/Curzibn/following{/other_user},https://api.github.com/users/Curzibn/gists{/gist_id},https://api.github.com/users/Curzibn/starred{/owner}{/repo},https://api.github.com/users/Curzibn/subscriptions,https://api.github.com/users/Curzibn/orgs,https://api.github.com/users/Curzibn/repos,https://api.github.com/users/Curzibn/events{/privacy},https://api.github.com/users/Curzibn/received_events,User,False,45.543102
b,31712,MDQ6VXNlcjMxNzEy,https://avatars2.githubusercontent.com/u/31712?v=4,,https://api.github.com/users/b,https://github.com/b,https://api.github.com/users/b/followers,https://api.github.com/users/b/following{/other_user},https://api.github.com/users/b/gists{/gist_id},https://api.github.com/users/b/starred{/owner}{/repo},https://api.github.com/users/b/subscriptions,https://api.github.com/users/b/orgs,https://api.github.com/users/b/repos,https://api.github.com/users/b/events{/privacy},https://api.github.com/users/b/received_events,User,False,154.02814
bfirsh,40906,MDQ6VXNlcjQwOTA2,https://avatars1.githubusercontent.com/u/40906?v=4,,https://api.github.com/users/bfirsh,https://github.com/bfirsh,https://api.github.com/users/bfirsh/followers,https://api.github.com/users/bfirsh/following{/other_user},https://api.github.com/users/bfirsh/gists{/gist_id},https://api.github.com/users/bfirsh/starred{/owner}{/repo},https://api.github.com/users/bfirsh/subscriptions,https://api.github.com/users/bfirsh/orgs,https://api.github.com/users/bfirsh/repos,https://api.github.com/users/bfirsh/events{/privacy},https://api.github.com/users/bfirsh/received_events,User,False,76.01393
okbel,1401559,MDQ6VXNlcjE0MDE1NTk=,https://avatars2.githubusercontent.com/u/1401559?v=4,,https://api.github.com/users/okbel,https://github.com/okbel,https://api.github.com/users/okbel/followers,https://api.github.com/users/okbel/following{/other_user},https://api.github.com/users/okbel/gists{/gist_id},https://api.github.com/users/okbel/starred{/owner}{/repo},https://api.github.com/users/okbel/subscriptions,https://api.github.com/users/okbel/orgs,https://api.github.com/users/okbel/repos,https://api.github.com/users/okbel/events{/privacy},https://api.github.com/users/okbel/received_events,User,False,68.45657
bfontaine,1334295,MDQ6VXNlcjEzMzQyOTU=,https://avatars2.githubusercontent.com/u/1334295?v=4,,https://api.github.com/users/bfontaine,https://github.com/bfontaine,https://api.github.com/users/bfontaine/followers,https://api.github.com/users/bfontaine/following{/other_user},https://api.github.com/users/bfontaine/gists{/gist_id},https://api.github.com/users/bfontaine/starred{/owner}{/repo},https://api.github.com/users/bfontaine/subscriptions,https://api.github.com/users/bfontaine/orgs,https://api.github.com/users/bfontaine/repos,https://api.github.com/users/bfontaine/events{/privacy},https://api.github.com/users/bfontaine/received_events,User,False,64.79554
byt3bl33d3r,5151193,MDQ6VXNlcjUxNTExOTM=,https://avatars2.githubusercontent.com/u/5151193?v=4,,https://api.github.com/users/byt3bl33d3r,https://github.com/byt3bl33d3r,https://api.github.com/users/byt3bl33d3r/followers,https://api.github.com/users/byt3bl33d3r/following{/other_user},https://api.github.com/users/byt3bl33d3r/gists{/gist_id},https://api.github.com/users/byt3bl33d3r/starred{/owner}{/repo},https://api.github.com/users/byt3bl33d3r/subscriptions,https://api.github.com/users/byt3bl33d3r/orgs,https://api.github.com/users/byt3bl33d3r/repos,https://api.github.com/users/byt3bl33d3r/events{/privacy},https://api.github.com/users/byt3bl33d3r/received_events,User,False,63.272984
realtux,4989650,MDQ6VXNlcjQ5ODk2NTA=,https://avatars1.githubusercontent.com/u/4989650?v=4,,https://api.github.com/users/realtux,https://github.com/realtux,https://api.github.com/users/realtux/followers,https://api.github.com/users/realtux/following{/other_user},https://api.github.com/users/realtux/gists{/gist_id},https://api.github.com/users/realtux/starred{/owner}{/repo},https://api.github.com/users/realtux/subscriptions,https://api.github.com/users/realtux/orgs,https://api.github.com/users/realtux/repos,https://api.github.com/users/realtux/events{/privacy},https://api.github.com/users/realtux/received_events,User,False,62.62386
chucheria,7696356,MDQ6VXNlcjc2OTYzNTY=,https://avatars1.githubusercontent.com/u/7696356?v=4,,https://api.github.com/users/chucheria,https://github.com/chucheria,https://api.github.com/users/chucheria/followers,https://api.github.com/users/chucheria/following{/other_user},https://api.github.com/users/chucheria/gists{/gist_id},https://api.github.com/users/chucheria/starred{/owner}{/repo},https://api.github.com/users/chucheria/subscriptions,https://api.github.com/users/chucheria/orgs,https://api.github.com/users/chucheria/repos,https://api.github.com/users/chucheria/events{/privacy},https://api.github.com/users/chucheria/received_events,User,False,58.97485
sachsy,5557923,MDQ6VXNlcjU1NTc5MjM=,https://avatars3.githubusercontent.com/u/5557923?v=4,,https://api.github.com/users/sachsy,https://github.com/sachsy,https://api.github.com/users/sachsy/followers,https://api.github.com/users/sachsy/following{/other_user},https://api.github.com/users/sachsy/gists{/gist_id},https://api.github.com/users/sachsy/starred{/owner}{/repo},https://api.github.com/users/sachsy/subscriptions,https://api.github.com/users/sachsy/orgs,https://api.github.com/users/sachsy/repos,https://api.github.com/users/sachsy/events{/privacy},https://api.github.com/users/sachsy/received_events,User,False,57.416737
sgillies,33697,MDQ6VXNlcjMzNjk3,https://avatars2.githubusercontent.com/u/33697?v=4,,https://api.github.com/users/sgillies,https://github.com/sgillies,https://api.github.com/users/sgillies/followers,https://api.github.com/users/sgillies/following{/other_user},https://api.github.com/users/sgillies/gists{/gist_id},https://api.github.com/users/sgillies/starred{/owner}{/repo},https://api.github.com/users/sgillies/subscriptions,https://api.github.com/users/sgillies/orgs,https://api.github.com/users/sgillies/repos,https://api.github.com/users/sgillies/events{/privacy},https://api.github.com/users/sgillies/received_events,User,False,56.696037
bmbergh,9085440,MDQ6VXNlcjkwODU0NDA=,https://avatars3.githubusercontent.com/u/9085440?v=4,,https://api.github.com/users/bmbergh,https://github.com/bmbergh,https://api.github.com/users/bmbergh/followers,https://api.github.com/users/bmbergh/following{/other_user},https://api.github.com/users/bmbergh/gists{/gist_id},https://api.github.com/users/bmbergh/starred{/owner}{/repo},https://api.github.com/users/bmbergh/subscriptions,https://api.github.com/users/bmbergh/orgs,https://api.github.com/users/bmbergh/repos,https://api.github.com/users/bmbergh/events{/privacy},https://api.github.com/users/bmbergh/received_events,User,False,56.677807
IonicaBizau,2864371,MDQ6VXNlcjI4NjQzNzE=,https://avatars3.githubusercontent.com/u/2864371?v=4,,https://api.github.com/users/IonicaBizau,https://github.com/IonicaBizau,https://api.github.com/users/IonicaBizau/followers,https://api.github.com/users/IonicaBizau/following{/other_user},https://api.github.com/users/IonicaBizau/gists{/gist_id},https://api.github.com/users/IonicaBizau/starred{/owner}{/repo},https://api.github.com/users/IonicaBizau/subscriptions,https://api.github.com/users/IonicaBizau/orgs,https://api.github.com/users/IonicaBizau/repos,https://api.github.com/users/IonicaBizau/events{/privacy},https://api.github.com/users/IonicaBizau/received_events,User,False,55.39797
aduros,23202,MDQ6VXNlcjIzMjAy,https://avatars2.githubusercontent.com/u/23202?v=4,,https://api.github.com/users/aduros,https://github.com/aduros,https://api.github.com/users/aduros/followers,https://api.github.com/users/aduros/following{/other_user},https://api.github.com/users/aduros/gists{/gist_id},https://api.github.com/users/aduros/starred{/owner}{/repo},https://api.github.com/users/aduros/subscriptions,https://api.github.com/users/aduros/orgs,https://api.github.com/users/aduros/repos,https://api.github.com/users/aduros/events{/privacy},https://api.github.com/users/aduros/received_events,User,False,55.108128
brunob,418064,MDQ6VXNlcjQxODA2NA==,https://avatars2.githubusercontent.com/u/418064?v=4,,https://api.github.com/users/brunob,https://github.com/brunob,https://api.github.com/users/brunob/followers,https://api.github.com/users/brunob/following{/other_user},https://api.github.com/users/brunob/gists{/gist_id},https://api.github.com/users/brunob/starred{/owner}{/repo},https://api.github.com/users/brunob/subscriptions,https://api.github.com/users/brunob/orgs,https://api.github.com/users/brunob/repos,https://api.github.com/users/brunob/events{/privacy},https://api.github.com/users/brunob/received_events,User,False,54.529037
b264,7057665,MDQ6VXNlcjcwNTc2NjU=,https://avatars1.githubusercontent.com/u/7057665?v=4,,https://api.github.com/users/b264,https://github.com/b264,https://api.github.com/users/b264/followers,https://api.github.com/users/b264/following{/other_user},https://api.github.com/users/b264/gists{/gist_id},https://api.github.com/users/b264/starred{/owner}{/repo},https://api.github.com/users/b264/subscriptions,https://api.github.com/users/b264/orgs,https://api.github.com/users/b264/repos,https://api.github.com/users/b264/events{/privacy},https://api.github.com/users/b264/received_events,User,False,53.995655
bruth,515142,MDQ6VXNlcjUxNTE0Mg==,https://avatars2.githubusercontent.com/u/515142?v=4,,https://api.github.com/users/bruth,https://github.com/bruth,https://api.github.com/users/bruth/followers,https://api.github.com/users/bruth/following{/other_user},https://api.github.com/users/bruth/gists{/gist_id},https://api.github.com/users/bruth/starred{/owner}{/repo},https://api.github.com/users/bruth/subscriptions,https://api.github.com/users/bruth/orgs,https://api.github.com/users/bruth/repos,https://api.github.com/users/bruth/events{/privacy},https://api.github.com/users/bruth/received_events,User,False,53.48505
burnto,15708,MDQ6VXNlcjE1NzA4,https://avatars2.githubusercontent.com/u/15708?v=4,,https://api.github.com/users/burnto,https://github.com/burnto,https://api.github.com/users/burnto/followers,https://api.github.com/users/burnto/following{/other_user},https://api.github.com/users/burnto/gists{/gist_id},https://api.github.com/users/burnto/starred{/owner}{/repo},https://api.github.com/users/burnto/subscriptions,https://api.github.com/users/burnto/orgs,https://api.github.com/users/burnto/repos,https://api.github.com/users/burnto/events{/privacy},https://api.github.com/users/burnto/received_events,User,False,53.438538
ForrestKnight,15620553,MDQ6VXNlcjE1NjIwNTUz,https://avatars0.githubusercontent.com/u/15620553?v=4,,https://api.github.com/users/ForrestKnight,https://github.com/ForrestKnight,https://api.github.com/users/ForrestKnight/followers,https://api.github.com/users/ForrestKnight/following{/other_user},https://api.github.com/users/ForrestKnight/gists{/gist_id},https://api.github.com/users/ForrestKnight/starred{/owner}{/repo},https://api.github.com/users/ForrestKnight/subscriptions,https://api.github.com/users/ForrestKnight/orgs,https://api.github.com/users/ForrestKnight/repos,https://api.github.com/users/ForrestKnight/events{/privacy},https://api.github.com/users/ForrestKnight/received_events,User,False,52.938084
claudiob,10076,MDQ6VXNlcjEwMDc2,https://avatars1.githubusercontent.com/u/10076?v=4,,https://api.github.com/users/claudiob,https://github.com/claudiob,https://api.github.com/users/claudiob/followers,https://api.github.com/users/claudiob/following{/other_user},https://api.github.com/users/claudiob/gists{/gist_id},https://api.github.com/users/claudiob/starred{/owner}{/repo},https://api.github.com/users/claudiob/subscriptions,https://api.github.com/users/claudiob/orgs,https://api.github.com/users/claudiob/repos,https://api.github.com/users/claudiob/events{/privacy},https://api.github.com/users/claudiob/received_events,User,False,52.91389
